                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    162,                  1.443,                 1.4238,                 1.4413,                0.32573,                0.36015,                0.29504,                 0.1775,                 1.3093,                 1.4635,                 1.4057,              0.0010508,              0.0010508,              0.0010508
                    163,                 1.4746,                 1.4068,                 1.4355,                0.58927,                0.32519,                0.28059,                0.15521,                 1.4072,                 1.5409,                 1.4683,              0.0010495,              0.0010495,              0.0010495
                    164,                 1.4454,                 1.3883,                 1.4263,                0.52304,                0.39374,                0.29075,                0.18154,                 1.2665,                 1.7557,                 1.3939,              0.0010483,              0.0010483,              0.0010483
                    165,                 1.4717,                 1.3967,                  1.452,                0.57885,                 0.3664,                0.31209,                0.19067,                 1.3283,                 1.5263,                 1.4258,               0.001047,               0.001047,               0.001047
                    166,                  1.475,                 1.4199,                 1.4712,                 0.5888,                 0.3882,                0.32224,                0.20162,                 1.3107,                 1.4593,                 1.3845,              0.0010458,              0.0010458,              0.0010458
                    167,                 1.4981,                 1.4066,                 1.4337,                0.30763,                0.36211,                0.27093,                0.16815,                 1.2941,                 1.5488,                 1.3773,              0.0010446,              0.0010446,              0.0010446
                    168,                 1.4314,                 1.3845,                 1.4179,                0.29907,                0.35037,                0.27129,                0.16517,                 1.3349,                 1.5762,                 1.4276,              0.0010433,              0.0010433,              0.0010433
                    169,                 1.4392,                 1.3487,                 1.4256,                 0.3467,                0.36765,                0.29192,                0.17711,                 1.3089,                 1.4837,                  1.409,              0.0010421,              0.0010421,              0.0010421
                    170,                  1.419,                 1.3502,                 1.4053,                0.38708,                0.37232,                0.32789,                0.20864,                 1.2448,                 1.3477,                 1.3695,              0.0010409,              0.0010409,              0.0010409
                    171,                 1.4146,                 1.3586,                 1.4093,                0.35668,                0.34124,                0.30598,                0.18783,                 1.3099,                 1.4356,                 1.4019,              0.0010396,              0.0010396,              0.0010396
                    172,                 1.4589,                 1.3757,                 1.4142,                0.57459,                0.35388,                0.29305,                0.17958,                  1.301,                 1.4929,                 1.3995,              0.0010384,              0.0010384,              0.0010384
                    173,                 1.4209,                 1.2848,                 1.4166,                0.35271,                0.38682,                0.31185,                0.19539,                 1.2506,                 1.3837,                 1.3522,              0.0010372,              0.0010372,              0.0010372
                    174,                 1.4465,                 1.3582,                 1.4338,                0.38197,                0.34925,                0.30705,                0.19426,                 1.2577,                 1.3837,                 1.3489,              0.0010359,              0.0010359,              0.0010359
                    175,                 1.4634,                 1.3515,                 1.4231,                  0.357,                0.39419,                0.31502,                0.19107,                 1.3109,                 1.5061,                  1.399,              0.0010347,              0.0010347,              0.0010347
                    176,                 1.3869,                 1.2982,                  1.402,                0.37825,                0.37559,                0.30407,                 0.1897,                 1.2535,                 1.4995,                 1.3774,              0.0010334,              0.0010334,              0.0010334
                    177,                 1.3968,                 1.3246,                 1.4065,                0.57622,                0.31219,                0.26917,                 0.1565,                  1.393,                 1.5462,                 1.4446,              0.0010322,              0.0010322,              0.0010322
                    178,                 1.4095,                 1.3036,                 1.4132,                0.57246,                 0.3753,                0.31949,                0.20265,                 1.2698,                 1.4296,                 1.3765,               0.001031,               0.001031,               0.001031
                    179,                 1.4304,                 1.3044,                 1.3856,                0.54444,                0.40661,                0.30488,                0.18267,                 1.3616,                 1.4652,                 1.4414,              0.0010297,              0.0010297,              0.0010297
                    180,                 1.3896,                 1.3254,                  1.404,                0.34616,                0.39243,                0.33481,                 0.2103,                 1.2161,                 1.3528,                 1.3516,              0.0010285,              0.0010285,              0.0010285
                    181,                 1.4652,                  1.378,                 1.4472,                0.37171,                0.34649,                0.31101,                0.18275,                 1.3318,                 1.4673,                 1.4191,              0.0010273,              0.0010273,              0.0010273
                    182,                 1.3967,                 1.3021,                 1.3945,                0.57087,                0.36306,                0.30959,                0.19051,                 1.2842,                 1.5321,                 1.3833,               0.001026,               0.001026,               0.001026
                    183,                 1.3662,                 1.2161,                 1.3775,                0.58426,                0.39011,                0.32638,                0.19374,                 1.3274,                 1.4143,                  1.392,              0.0010248,              0.0010248,              0.0010248
                    184,                 1.3777,                 1.2978,                 1.3608,                0.32565,                0.41458,                0.32184,                0.19864,                 1.2802,                 1.3337,                 1.3564,              0.0010235,              0.0010235,              0.0010235
                    185,                 1.3737,                 1.2646,                 1.3863,                0.38606,                0.44006,                0.35547,                0.21979,                  1.221,                  1.308,                 1.3466,              0.0010223,              0.0010223,              0.0010223
                    186,                 1.3789,                  1.223,                 1.3792,                0.57928,                0.40501,                0.32474,                0.19574,                 1.2767,                 1.4276,                 1.3896,              0.0010211,              0.0010211,              0.0010211
                    187,                 1.3656,                 1.2503,                 1.3652,                0.58493,                0.33952,                0.29758,                0.17304,                 1.3526,                 1.5831,                 1.4099,              0.0010198,              0.0010198,              0.0010198
                    188,                 1.4059,                 1.3125,                  1.412,                0.34263,                0.43772,                0.35075,                0.21566,                 1.2068,                 1.4063,                 1.3334,              0.0010186,              0.0010186,              0.0010186
                    189,                 1.3687,                 1.2614,                 1.3781,                0.62028,                0.43106,                0.34829,                 0.2158,                 1.2496,                 1.3501,                 1.3602,              0.0010173,              0.0010173,              0.0010173
                    190,                  1.384,                 1.2885,                 1.3699,                0.60947,                0.44376,                0.33264,                 0.2057,                 1.2296,                 1.3924,                 1.3308,              0.0010161,              0.0010161,              0.0010161
                    191,                 1.3608,                 1.2503,                 1.3617,                0.42677,                0.35094,                0.35323,                0.21601,                 1.2394,                 1.4283,                 1.3396,              0.0010149,              0.0010149,              0.0010149
                    192,                  1.339,                 1.2384,                 1.3495,                0.36574,                0.44464,                0.36836,                0.23285,                 1.2101,                 1.2679,                 1.3127,              0.0010136,              0.0010136,              0.0010136
                    193,                 1.3782,                 1.2576,                 1.3702,                0.37558,                0.40219,                 0.3496,                0.22393,                 1.2018,                 1.2681,                 1.3085,              0.0010124,              0.0010124,              0.0010124
                    194,                  1.356,                 1.2659,                 1.3686,                0.61889,                0.38598,                0.33355,                0.18877,                 1.3391,                 1.4187,                 1.3874,              0.0010112,              0.0010112,              0.0010112
                    195,                 1.3473,                 1.2494,                  1.354,                0.67926,                0.36208,                0.34211,                0.21539,                 1.2202,                 1.4145,                 1.3376,              0.0010099,              0.0010099,              0.0010099
                    196,                 1.3542,                  1.226,                 1.3406,                0.34031,                0.42374,                0.32912,                0.20577,                 1.2481,                 1.3628,                 1.3389,              0.0010087,              0.0010087,              0.0010087
                    197,                  1.375,                  1.255,                 1.3689,                0.29343,                0.41474,                 0.3117,                0.19477,                 1.2656,                 1.3988,                  1.353,              0.0010075,              0.0010075,              0.0010075
                    198,                  1.334,                 1.2155,                 1.3379,                0.65444,                0.36439,                0.33703,                0.21026,                 1.2005,                 1.4307,                 1.3159,              0.0010062,              0.0010062,              0.0010062
                    199,                 1.3198,                 1.2179,                  1.345,                0.31558,                0.44754,                0.33542,                0.20114,                 1.2814,                  1.478,                 1.3593,               0.001005,               0.001005,               0.001005
                    200,                 1.3064,                 1.1772,                 1.3332,                0.62905,                0.42255,                0.34052,                0.21096,                 1.2232,                 1.4285,                 1.3354,              0.0010037,              0.0010037,              0.0010037
                    201,                 1.3629,                  1.288,                 1.3737,                0.62274,                0.36758,                0.32624,                 0.1984,                  1.255,                  1.379,                 1.3472,              0.0010025,              0.0010025,              0.0010025
                    202,                 1.3266,                 1.2391,                 1.3196,                0.61624,                0.42294,                0.34495,                0.21623,                 1.2006,                 1.3973,                 1.3221,              0.0010013,              0.0010013,              0.0010013
                    203,                 1.3212,                 1.2704,                 1.3462,                 0.5947,                0.44646,                0.35831,                0.22258,                 1.1943,                   1.43,                 1.3126,                  0.001,                  0.001,                  0.001
                    204,                 1.3613,                 1.2611,                 1.3385,                0.37993,                0.43288,                0.34128,                0.21908,                   1.17,                 1.2982,                 1.2944,             0.00099879,             0.00099879,             0.00099879
                    205,                 1.3301,                 1.1733,                 1.3225,                0.41303,                 0.4431,                0.35951,                 0.2269,                 1.1488,                 1.2914,                 1.2698,             0.00099755,             0.00099755,             0.00099755
                    206,                 1.3137,                 1.1841,                 1.3227,                0.36386,                0.43021,                0.33605,                0.21127,                 1.1863,                 1.3173,                 1.2863,             0.00099631,             0.00099631,             0.00099631
                    207,                 1.3084,                 1.1715,                 1.3051,                0.38865,                 0.4075,                0.35083,                0.22271,                 1.2108,                 1.2974,                 1.3048,             0.00099507,             0.00099507,             0.00099507
                    208,                 1.3275,                 1.2076,                 1.3251,                0.67255,                0.37325,                0.34574,                0.21105,                 1.2387,                  1.544,                 1.3352,             0.00099384,             0.00099384,             0.00099384
                    209,                  1.337,                 1.1847,                 1.3319,                0.63796,                0.42179,                0.36054,                0.22749,                 1.1748,                 1.3963,                 1.3003,              0.0009926,              0.0009926,              0.0009926
                    210,                   1.37,                 1.2431,                 1.3588,                0.60638,                0.43638,                0.34286,                0.22224,                 1.1652,                 1.3146,                 1.2733,             0.00099136,             0.00099136,             0.00099136
                    211,                 1.3264,                 1.2078,                 1.3215,                0.61873,                0.39437,                0.33066,                0.21021,                  1.195,                 1.4038,                 1.2872,             0.00099013,             0.00099013,             0.00099013
                    212,                  1.324,                 1.2026,                  1.321,                0.60711,                0.44578,                0.35938,                0.22711,                  1.197,                  1.245,                 1.2953,             0.00098889,             0.00098889,             0.00098889
                    213,                 1.2974,                 1.1559,                 1.3041,                0.64954,                0.44351,                0.36144,                0.20863,                  1.227,                 1.3901,                  1.311,             0.00098765,             0.00098765,             0.00098765
                    214,                 1.3242,                 1.1995,                 1.3257,                0.64803,                0.38293,                0.35562,                0.21873,                  1.207,                 1.2762,                 1.3022,             0.00098641,             0.00098641,             0.00098641
                    215,                 1.3269,                 1.2348,                 1.3335,                0.61867,                0.41733,                0.34194,                0.22016,                  1.134,                  1.263,                 1.2619,             0.00098518,             0.00098518,             0.00098518
                    216,                 1.3113,                 1.1584,                 1.3188,                 0.5877,                 0.4465,                0.32977,                0.20276,                 1.2207,                 1.5054,                 1.2908,             0.00098394,             0.00098394,             0.00098394
                    217,                 1.2667,                 1.1719,                 1.3093,                0.66255,                0.42144,                0.36903,                0.23808,                  1.152,                 1.3151,                 1.2728,              0.0009827,              0.0009827,              0.0009827
                    218,                 1.2759,                 1.1544,                  1.316,                0.37394,                0.45364,                0.34836,                0.21295,                 1.2266,                 1.3156,                 1.3223,             0.00098146,             0.00098146,             0.00098146
                    219,                 1.3065,                 1.1129,                 1.3151,                0.58206,                 0.4659,                0.34295,                0.21575,                  1.192,                 1.2994,                  1.309,             0.00098022,             0.00098022,             0.00098022
                    220,                 1.3078,                 1.1363,                 1.3282,                0.64842,                0.46811,                 0.3548,                0.22966,                 1.1276,                 1.3016,                 1.2606,             0.00097899,             0.00097899,             0.00097899
                    221,                 1.2821,                 1.1587,                 1.3049,                0.39004,                0.42847,                 0.3464,                0.22314,                 1.1568,                 1.3239,                 1.2794,             0.00097775,             0.00097775,             0.00097775
                    222,                  1.252,                 1.1292,                  1.296,                0.63465,                0.45353,                0.35373,                 0.2244,                 1.1454,                 1.2678,                 1.2633,             0.00097651,             0.00097651,             0.00097651
                    223,                 1.2738,                 1.0957,                 1.2857,                0.67499,                 0.4219,                0.38069,                0.24659,                 1.1323,                 1.2639,                 1.2645,             0.00097528,             0.00097528,             0.00097528
                    224,                 1.2814,                 1.0879,                  1.292,                0.37997,                0.49028,                0.39399,                0.25691,                 1.0949,                 1.2187,                 1.2457,             0.00097404,             0.00097404,             0.00097404
                    225,                 1.2526,                 1.1062,                 1.3157,                0.58741,                0.46633,                0.35027,                0.22474,                 1.1772,                 1.3327,                 1.2985,              0.0009728,              0.0009728,              0.0009728
                    226,                 1.2683,                 1.1327,                 1.2926,                0.67162,                 0.4561,                0.37195,                0.24674,                 1.1025,                 1.2556,                 1.2458,             0.00097156,             0.00097156,             0.00097156
                    227,                 1.2862,                 1.1356,                 1.3152,                  0.633,                0.43921,                0.35845,                0.23387,                 1.1094,                 1.2351,                 1.2389,             0.00097033,             0.00097033,             0.00097033
                    228,                 1.2807,                 1.1154,                 1.3063,                0.66737,                0.39568,                 0.3516,                0.22468,                 1.1129,                 1.3291,                 1.2493,             0.00096909,             0.00096909,             0.00096909
                    229,                 1.2661,                 1.0732,                 1.2767,                0.61972,                0.45019,                0.34134,                0.21375,                 1.1965,                 1.3449,                 1.3002,             0.00096785,             0.00096785,             0.00096785
                    230,                 1.3029,                 1.1443,                 1.3292,                0.41167,                0.43502,                0.35859,                 0.2328,                 1.1004,                 1.2226,                 1.2598,             0.00096661,             0.00096661,             0.00096661
                    231,                 1.2662,                 1.1023,                 1.3086,                 0.3978,                0.42984,                0.36496,                0.23249,                 1.1762,                 1.2419,                 1.3019,             0.00096537,             0.00096537,             0.00096537
                    232,                 1.2752,                 1.0957,                 1.2976,                0.62141,                 0.4342,                0.34951,                0.22909,                 1.1237,                 1.2388,                 1.2535,             0.00096414,             0.00096414,             0.00096414
                    233,                 1.2715,                  1.149,                 1.3128,                0.62281,                0.51934,                0.40671,                0.27224,                 1.0548,                 1.2374,                 1.2297,              0.0009629,              0.0009629,              0.0009629
                    234,                  1.244,                 1.0792,                 1.2674,                0.70955,                 0.3935,                0.36939,                0.23328,                  1.192,                 1.3816,                 1.3013,             0.00096166,             0.00096166,             0.00096166
                    235,                  1.265,                 1.1301,                 1.2981,                0.62692,                0.45507,                0.37285,                0.24051,                 1.1531,                 1.2747,                 1.2643,             0.00096043,             0.00096043,             0.00096043
                    236,                 1.2615,                  1.107,                 1.2828,                0.63071,                0.45657,                0.44231,                0.29048,                 1.2319,                 1.3121,                 1.3139,             0.00095919,             0.00095919,             0.00095919
                    237,                 1.2879,                 1.1436,                 1.3158,                0.60757,                0.49888,                0.36604,                0.23674,                 1.1431,                 1.2212,                 1.2549,             0.00095795,             0.00095795,             0.00095795
                    238,                 1.2807,                 1.1163,                 1.3059,                0.64565,                0.48279,                0.49824,                0.32623,                 1.1298,                 1.2376,                 1.2687,             0.00095671,             0.00095671,             0.00095671
                    239,                 1.2485,                 1.0942,                  1.287,                0.64286,                0.46939,                0.50419,                0.28915,                 1.0787,                 1.2024,                 1.2356,             0.00095548,             0.00095548,             0.00095548
                    240,                  1.241,                 1.1101,                 1.2776,                0.68002,                0.41851,                0.47354,                0.30887,                 1.1611,                  1.187,                 1.2595,             0.00095424,             0.00095424,             0.00095424
                    241,                 1.2244,                 1.0769,                 1.2715,                0.59762,                0.50007,                 0.4324,                0.27721,                 1.2082,                 1.4662,                 1.2932,               0.000953,               0.000953,               0.000953
                    242,                 1.2549,                 1.1017,                  1.273,                0.64176,                 0.4331,                0.50777,                0.33557,                 1.1263,                 1.2288,                 1.2291,             0.00095176,             0.00095176,             0.00095176
                    243,                 1.2142,                 1.0454,                 1.2528,                 0.6766,                0.44493,                 0.5124,                0.32739,                 1.0645,                  1.138,                 1.2225,             0.00095053,             0.00095053,             0.00095053
                    244,                 1.1959,                 1.0485,                 1.2778,                0.61057,                0.49533,                0.51096,                0.32635,                 1.1234,                 1.2985,                 1.2698,             0.00094929,             0.00094929,             0.00094929
                    245,                 1.2378,                 1.0655,                 1.2733,                 0.6663,                0.46833,                0.51648,                0.31966,                 1.0978,                 1.2079,                 1.2376,             0.00094805,             0.00094805,             0.00094805
                    246,                 1.2395,                 1.0834,                 1.2739,                 0.6997,                0.44621,                 0.5152,                0.33494,                 1.0995,                  1.159,                 1.2271,             0.00094681,             0.00094681,             0.00094681
                    247,                 1.2438,                 1.0751,                  1.269,                0.65343,                0.46102,                0.51358,                0.37543,                 1.0757,                 1.2058,                 1.2361,             0.00094558,             0.00094558,             0.00094558
                    248,                 1.2295,                 1.0855,                   1.26,                0.62938,                0.48525,                0.52631,                0.31251,                  1.112,                 1.1918,                 1.2391,             0.00094434,             0.00094434,             0.00094434
                    249,                 1.1736,                 1.0199,                 1.2466,                 0.6438,                0.47045,                0.53354,                0.37955,                 1.0801,                 1.1799,                 1.2265,              0.0009431,              0.0009431,              0.0009431
                    250,                 1.1702,                 1.0454,                 1.2405,                0.66369,                0.45812,                0.47625,                0.29855,                 1.0903,                 1.2538,                 1.2277,             0.00094186,             0.00094186,             0.00094186
                    251,                 1.2044,                 1.0703,                 1.2793,                0.62811,                0.50898,                0.50629,                0.34732,                 1.0385,                 1.1653,                  1.205,             0.00094062,             0.00094062,             0.00094062
                    252,                 1.2595,                 1.0774,                 1.2945,                0.39863,                0.49036,                 0.3762,                0.24691,                 1.1306,                 1.2233,                 1.2379,             0.00093939,             0.00093939,             0.00093939
                    253,                 1.2676,                 1.0744,                 1.3087,                0.62662,                0.48825,                0.61793,                 0.3903,                 1.1379,                 1.2338,                 1.2434,             0.00093815,             0.00093815,             0.00093815
                    254,                 1.2222,                 1.0358,                 1.2514,                0.64065,                0.48233,                0.50886,                0.34595,                 1.0523,                 1.2382,                 1.2249,             0.00093691,             0.00093691,             0.00093691
                    255,                 1.2176,                 1.0717,                 1.2665,                0.62548,                0.49661,                0.50892,                0.35333,                  1.035,                 1.1954,                 1.2073,             0.00093567,             0.00093567,             0.00093567
                    256,                 1.2062,                 1.0684,                 1.2693,                0.66639,                0.48671,                0.52322,                0.36184,                 1.0128,                 1.1384,                 1.1953,             0.00093444,             0.00093444,             0.00093444
                    257,                 1.1929,                 1.0516,                 1.2516,                0.70544,                0.45209,                0.44825,                0.30447,                 1.0229,                 1.0849,                 1.1979,              0.0009332,              0.0009332,              0.0009332
                    258,                 1.2028,                  1.045,                 1.2394,                0.67893,                0.46258,                0.40486,                0.25762,                  1.098,                 1.2032,                 1.2335,             0.00093196,             0.00093196,             0.00093196
                    259,                  1.213,                 1.0404,                 1.2632,                0.64141,                0.48383,                0.45146,                0.29112,                 1.1021,                 1.2306,                 1.2303,             0.00093073,             0.00093073,             0.00093073
                    260,                 1.2279,                 1.0634,                 1.2535,                  0.669,                0.46038,                0.50763,                0.31945,                 1.1139,                 1.2712,                 1.2435,             0.00092949,             0.00092949,             0.00092949
                    261,                 1.2266,                 1.0695,                 1.2766,                0.66479,                0.45765,                0.51493,                0.33351,                 1.0759,                 1.1642,                 1.2327,             0.00092825,             0.00092825,             0.00092825
                    262,                 1.2126,                 1.0855,                 1.2631,                0.70486,                0.44597,                0.52141,                0.36332,                 1.0811,                 1.1908,                 1.2304,             0.00092701,             0.00092701,             0.00092701
                    263,                 1.1999,                 1.0247,                 1.2409,                0.69324,                0.46146,                 0.6539,                0.44556,                 1.0807,                 1.2314,                 1.2236,             0.00092577,             0.00092577,             0.00092577
                    264,                 1.2351,                 1.0567,                 1.2734,                0.67131,                0.48835,                0.52027,                0.34494,                 1.0627,                 1.2246,                 1.2104,             0.00092454,             0.00092454,             0.00092454
                    265,                  1.158,                0.99802,                 1.2277,                 0.6748,                0.45403,                0.50687,                 0.3267,                 1.0808,                 1.1972,                 1.2156,              0.0009233,              0.0009233,              0.0009233
                    266,                 1.1819,                 1.0121,                 1.2481,                 0.6671,                0.45401,                0.50658,                0.34021,                  1.065,                 1.2201,                 1.2058,             0.00092206,             0.00092206,             0.00092206
                    267,                 1.2089,                 1.0421,                 1.2661,                0.66023,                0.43592,                0.49077,                0.27817,                 1.1856,                 1.2647,                 1.2772,             0.00092083,             0.00092083,             0.00092083
                    268,                 1.1788,                 1.0051,                 1.2303,                0.66566,                 0.4552,                0.51769,                0.32016,                 1.1036,                 1.1663,                 1.2233,             0.00091959,             0.00091959,             0.00091959
                    269,                 1.1861,                0.99476,                 1.2441,                0.64859,                0.50367,                0.52548,                0.37292,                 1.0128,                 1.1294,                  1.188,             0.00091835,             0.00091835,             0.00091835
                    270,                 1.1621,                0.98229,                  1.223,                0.65656,                0.51467,                0.51393,                0.30816,                 1.0686,                 1.2272,                 1.2056,             0.00091711,             0.00091711,             0.00091711
                    271,                 1.1925,                0.98925,                  1.241,                0.67009,                0.50626,                0.45684,                0.30564,                 1.0341,                 1.1519,                 1.1852,             0.00091588,             0.00091588,             0.00091588
                    272,                 1.1719,                0.99316,                 1.2423,                 0.6839,                0.49044,                0.66411,                0.40242,                 1.0337,                 1.1621,                 1.1807,             0.00091464,             0.00091464,             0.00091464
                    273,                 1.1795,                0.99072,                 1.2396,                0.63709,                0.51914,                0.63917,                0.36665,                0.99716,                 1.1909,                 1.1619,              0.0009134,              0.0009134,              0.0009134
                    274,                 1.1138,                 0.9637,                 1.1983,                0.66636,                0.47394,                0.65682,                0.39674,                  1.062,                 1.1533,                 1.2002,             0.00091216,             0.00091216,             0.00091216
                    275,                 1.1487,                0.96728,                 1.2298,                0.63392,                0.49405,                0.63554,                0.40925,                 1.0664,                 1.1553,                 1.2069,             0.00091092,             0.00091092,             0.00091092
                    276,                 1.1951,                 1.0332,                 1.2438,                0.65331,                0.48778,                0.64166,                0.41322,                 1.0369,                  1.123,                  1.194,             0.00090969,             0.00090969,             0.00090969
                    277,                 1.1651,                  1.002,                 1.2206,                0.63856,                0.51651,                0.54032,                0.32497,                 1.0877,                 1.1988,                 1.2085,             0.00090845,             0.00090845,             0.00090845
                    278,                 1.1843,                 1.0112,                 1.2202,                0.64637,                0.50398,                0.54097,                0.34211,                  1.083,                 1.1955,                 1.2045,             0.00090721,             0.00090721,             0.00090721
                    279,                 1.1558,                0.99106,                 1.2155,                0.62049,                0.51938,                0.64357,                0.39219,                  1.062,                  1.247,                 1.2053,             0.00090597,             0.00090597,             0.00090597
                    280,                  1.158,                  0.972,                 1.2159,                0.65068,                0.51018,                0.65096,                0.42895,                 1.0088,                 1.2197,                  1.183,             0.00090474,             0.00090474,             0.00090474
                    281,                  1.197,                 1.0032,                 1.2593,                0.67327,                0.49228,                 0.6424,                0.47494,                 1.0141,                 1.1069,                 1.1853,              0.0009035,              0.0009035,              0.0009035
                    282,                 1.1898,                0.96993,                 1.2337,                0.67435,                 0.4734,                0.64417,                0.48437,                 1.0746,                 1.1859,                 1.2166,             0.00090226,             0.00090226,             0.00090226
                    283,                 1.1804,                0.96534,                  1.243,                0.65135,                0.49264,                0.65798,                0.49866,                 1.0211,                 1.1755,                 1.1835,             0.00090103,             0.00090103,             0.00090103
                    284,                 1.1923,                 1.0237,                 1.2539,                0.67698,                0.49512,                0.65872,                0.47306,                 1.0607,                 1.1638,                 1.2056,             0.00089979,             0.00089979,             0.00089979
                    285,                 1.1289,                 1.0211,                 1.2307,                0.67387,                0.52033,                0.54511,                0.30688,                 1.0279,                 1.1195,                 1.1983,             0.00089855,             0.00089855,             0.00089855
                    286,                 1.1932,                 1.0125,                 1.2533,                0.67841,                0.51141,                0.54027,                0.35693,                0.99544,                 1.1669,                 1.1716,             0.00089731,             0.00089731,             0.00089731
                    287,                 1.1326,                0.97329,                 1.2101,                0.67764,                0.50105,                0.49786,                0.31787,                 1.0305,                 1.1176,                 1.1853,             0.00089607,             0.00089607,             0.00089607
                    288,                 1.1408,                0.97435,                 1.2343,                0.67379,                0.49956,                0.46033,                0.32625,                0.98682,                   1.16,                 1.1512,             0.00089484,             0.00089484,             0.00089484
                    289,                 1.1589,                0.98887,                 1.2178,                0.64592,                0.49209,                0.49103,                0.33338,                  1.084,                 1.1574,                 1.2158,              0.0008936,              0.0008936,              0.0008936
                    290,                 1.1519,                0.96796,                  1.224,                0.68211,                0.51423,                0.55077,                0.42114,                0.98583,                  1.102,                 1.1588,             0.00089236,             0.00089236,             0.00089236
                    291,                 1.1367,                0.97852,                 1.2136,                0.66735,                0.51651,                0.65973,                0.53586,                 1.0353,                   1.16,                 1.1781,             0.00089112,             0.00089112,             0.00089112
                    292,                 1.1738,                 1.0412,                 1.2412,                0.66089,                 0.5019,                0.51861,                 0.3685,                 0.9985,                 1.1923,                 1.1649,             0.00088989,             0.00088989,             0.00088989
                    293,                 1.1594,                0.99339,                 1.2398,                0.65033,                0.51466,                0.53299,                0.35022,                 1.0249,                 1.1067,                 1.1764,             0.00088865,             0.00088865,             0.00088865
                    294,                 1.1787,                 0.9917,                 1.2384,                0.65997,                0.53201,                0.54272,                0.37117,                 1.0042,                 1.1015,                 1.1671,             0.00088741,             0.00088741,             0.00088741
                    295,                 1.1431,                0.95191,                 1.2248,                0.69611,                0.50914,                0.55289,                0.37434,                 1.0175,                 1.1161,                 1.1717,             0.00088618,             0.00088618,             0.00088618
