                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 5.7332,                 10.132,                 5.0205,                0.52204,                0.01743,                0.01013,                0.00266,                 5.8074,                 8.3073,                 5.1587,             0.00097775,             0.00097775,             0.00097775
                     13,                 5.6597,                 9.7459,                 4.9319,                0.77601,                 0.0181,                 0.0087,                0.00279,                 5.5241,                 7.0552,                  5.063,               0.000953,               0.000953,               0.000953
                     14,                 5.5253,                 8.9634,                 4.7465,                0.69941,                0.01409,                0.01452,                0.00405,                 5.4811,                  6.694,                 4.9577,             0.00092825,             0.00092825,             0.00092825
                     15,                 5.3978,                 9.0601,                 4.7223,                0.31996,                0.02348,                0.01166,                0.00369,                 5.3838,                 10.127,                 4.8426,              0.0009035,              0.0009035,              0.0009035
                     16,                 5.4331,                 8.7637,                 4.7176,                0.33581,                 0.0283,                0.01641,                0.00505,                  5.549,                 8.5145,                 4.9898,             0.00087875,             0.00087875,             0.00087875
                     17,                 5.4012,                 8.3279,                 4.6318,                0.30747,                0.02646,                0.01838,                0.00548,                 5.1692,                 6.6933,                 4.7218,               0.000854,               0.000854,               0.000854
                     18,                 5.2503,                 7.8388,                 4.4344,                 0.3497,                0.01708,                0.01877,                0.00536,                 5.0907,                 6.4589,                 4.6212,             0.00082925,             0.00082925,             0.00082925
                     19,                 5.1298,                 7.7984,                 4.4097,                0.35084,                0.03101,                0.02614,                0.00904,                 5.0336,                 6.3207,                  4.593,              0.0008045,              0.0008045,              0.0008045
                     20,                 5.1109,                 7.7043,                 4.3833,                0.32616,                0.03437,                0.02501,                0.00861,                 4.8924,                 6.2086,                 4.4645,             0.00077975,             0.00077975,             0.00077975
                     21,                 5.0726,                 7.5861,                 4.3115,                0.32707,                 0.0317,                0.02801,                0.00904,                 4.8252,                 6.2254,                 4.4484,               0.000755,               0.000755,               0.000755
                     22,                 4.9909,                 7.3057,                 4.2793,                0.35451,                0.02726,                0.03148,                0.01035,                 4.8049,                  6.076,                  4.368,             0.00073025,             0.00073025,             0.00073025
                     23,                 4.9869,                 7.1675,                 4.1956,                0.33099,                0.03773,                0.03075,                0.01002,                 4.7886,                 6.6192,                 4.5373,              0.0007055,              0.0007055,              0.0007055
                     24,                 5.0077,                 7.0445,                 4.2662,                0.33068,                0.04471,                0.03163,                0.01069,                 4.6855,                 6.0671,                 4.3161,             0.00068075,             0.00068075,             0.00068075
                     25,                 4.8103,                 6.9865,                 4.1811,                0.58121,                0.05533,                 0.0373,                0.01336,                 4.6549,                 5.8218,                 4.1996,               0.000656,               0.000656,               0.000656
                     26,                 4.8115,                 6.7567,                  4.034,                0.35597,                0.06072,                0.03886,                0.01411,                 4.5637,                 5.8284,                 4.1769,             0.00063125,             0.00063125,             0.00063125
                     27,                 4.7375,                 6.7539,                 4.0511,                0.39337,                0.05116,                0.04661,                0.01537,                 4.4951,                 5.7168,                 4.1225,              0.0006065,              0.0006065,              0.0006065
                     28,                 4.7431,                 6.9027,                 4.0519,                0.35165,                0.05414,                0.04153,                0.01487,                 4.4915,                 5.7668,                 4.1946,             0.00058175,             0.00058175,             0.00058175
                     29,                  4.687,                 6.5784,                 3.9931,                0.61702,                0.06943,                0.04655,                0.01725,                 4.3671,                 5.5839,                 4.0616,               0.000557,               0.000557,               0.000557
                     30,                  4.606,                 6.3519,                 3.9648,                0.61134,                0.05653,                0.04346,                0.01683,                 4.3894,                  5.625,                 4.0932,             0.00053225,             0.00053225,             0.00053225
                     31,                 4.6902,                 6.5052,                 4.0309,                0.59809,                0.06742,                0.04003,                0.01524,                  4.372,                 5.6992,                 4.0569,              0.0005075,              0.0005075,              0.0005075
                     32,                 4.5832,                 6.3248,                 3.9041,                0.35564,                0.07222,                0.04809,                0.01759,                  4.466,                 5.6474,                 4.1199,             0.00048275,             0.00048275,             0.00048275
                     33,                 4.5896,                 6.4015,                 3.9299,                0.34226,                0.07271,                0.04408,                0.01501,                 4.4244,                 5.7276,                 4.0353,               0.000458,               0.000458,               0.000458
                     34,                 4.4942,                 6.1245,                 3.8093,                0.34397,                0.07847,                 0.0522,                0.01947,                 4.3314,                 5.4478,                 3.9489,             0.00043325,             0.00043325,             0.00043325
                     35,                 4.4955,                 6.1484,                 3.8121,                0.35524,                0.06954,                0.05026,                0.02016,                 4.2463,                  5.545,                 3.9119,              0.0004085,              0.0004085,              0.0004085
                     36,                 4.4442,                 6.1861,                 3.8173,                0.61195,                0.08002,                0.05655,                0.02249,                 4.1781,                 5.3602,                 3.8898,             0.00038375,             0.00038375,             0.00038375
                     37,                 4.2989,                 6.0551,                 3.7057,                0.37081,                0.07321,                0.05391,                0.02189,                 4.1869,                 5.5324,                 3.9356,               0.000359,               0.000359,               0.000359
                     38,                 4.4185,                 5.9899,                 3.7145,                0.36282,                0.06963,                0.05509,                0.02186,                  4.128,                  5.486,                  3.846,             0.00033425,             0.00033425,             0.00033425
                     39,                 4.3724,                 5.8952,                 3.7085,                0.34777,                0.08629,                 0.0641,                0.02479,                 4.1292,                 5.3178,                 3.8003,              0.0003095,              0.0003095,              0.0003095
                     40,                  4.351,                 5.9742,                 3.7037,                0.36317,                0.09287,                0.06446,                0.02496,                 4.1706,                 5.3167,                 3.8513,             0.00028475,             0.00028475,             0.00028475
                     41,                 4.5663,                 6.8888,                 3.9093,                 0.3616,                0.05119,                0.04603,                0.01763,                 4.2815,                 6.1227,                 4.0473,                0.00026,                0.00026,                0.00026
                     42,                  4.336,                 6.5649,                 3.8185,                0.42306,                0.04898,                0.05721,                0.02249,                 4.1765,                 5.8381,                 3.8769,             0.00023525,             0.00023525,             0.00023525
                     43,                 4.2339,                 6.3224,                  3.775,                0.37847,                0.05096,                0.05957,                 0.0248,                 4.1253,                 5.8239,                 3.8605,              0.0002105,              0.0002105,              0.0002105
                     44,                 4.2355,                 6.2161,                 3.7816,                0.39606,                0.06842,                0.05806,                0.02391,                 4.1852,                 5.7462,                 3.8553,             0.00018575,             0.00018575,             0.00018575
                     45,                 4.2436,                 6.1606,                 3.7563,                0.37544,                0.07991,                 0.0669,                 0.0282,                  4.034,                 5.2747,                 3.7352,               0.000161,               0.000161,               0.000161
                     46,                 4.1462,                 6.1098,                 3.7328,                 0.3849,                0.09041,                0.07151,                0.03081,                  3.983,                 5.1887,                 3.7059,             0.00013625,             0.00013625,             0.00013625
                     47,                 4.1015,                 6.1039,                 3.6722,                0.37608,                0.09566,                0.07289,                0.03176,                 3.9367,                 5.0978,                   3.66,              0.0001115,              0.0001115,              0.0001115
                     48,                 4.1086,                  5.972,                 3.6723,                0.62356,                0.10047,                0.08082,                 0.0332,                 3.9185,                 5.1069,                 3.6407,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                 4.1404,                 5.9391,                 3.6464,                0.63267,                0.09992,                0.07666,                0.03324,                  3.911,                  5.113,                 3.6389,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                 4.0818,                 5.9193,                 3.6357,                0.64605,                0.10506,                0.08402,                0.03619,                 3.8838,                 5.0451,                 3.6213,              3.725e-05,              3.725e-05,              3.725e-05
