                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                  1.995,                 2.2435,                 1.8742,                0.14158,                0.18258,                0.10345,                0.04759,                 1.8959,                 2.3717,                 1.9167,              0.0011807,              0.0011807,              0.0011807
                     58,                 2.0073,                 2.2231,                  1.859,                0.13121,                 0.1746,                0.13016,                0.05703,                 1.9734,                 2.2463,                 1.9886,              0.0011795,              0.0011795,              0.0011795
                     59,                 1.9852,                 2.2161,                 1.8126,                 0.4362,                0.19421,                0.12426,                0.05509,                 1.9574,                 2.3263,                 1.9256,              0.0011782,              0.0011782,              0.0011782
                     60,                 1.9952,                 2.1855,                 1.8479,                0.10747,                0.18705,                0.11474,                0.05031,                 1.9543,                 2.3707,                 1.9627,               0.001177,               0.001177,               0.001177
                     61,                 1.9479,                 2.1688,                 1.8763,                0.45624,                0.19637,                0.14422,                0.06669,                 1.8331,                 2.1913,                 1.8532,              0.0011757,              0.0011757,              0.0011757
                     62,                 1.9438,                 2.1718,                 1.8505,                0.42698,                0.20395,                0.12701,                0.06063,                 1.9078,                 2.2763,                 1.8838,              0.0011745,              0.0011745,              0.0011745
                     63,                 1.9724,                 2.2268,                 1.8733,                 0.1452,                0.16917,                0.12366,                 0.0579,                 1.8721,                 2.2337,                 1.8999,              0.0011733,              0.0011733,              0.0011733
                     64,                 1.9235,                 2.1725,                  1.857,                0.16943,                0.21824,                0.14255,                0.06998,                 1.8416,                 2.1651,                 1.8901,               0.001172,               0.001172,               0.001172
                     65,                 1.9597,                   2.13,                 1.8154,                0.17984,                0.21079,                0.13534,                0.06244,                 1.8815,                 2.2178,                 1.8769,              0.0011708,              0.0011708,              0.0011708
                     66,                 1.8968,                 2.1526,                 1.8105,                0.38965,                0.17477,                0.11987,                0.05643,                   1.83,                 2.3198,                 1.8515,              0.0011696,              0.0011696,              0.0011696
                     67,                  1.921,                 2.1634,                 1.8291,                0.21762,                0.16255,                0.12934,                0.05654,                 1.9034,                 2.4039,                 1.8943,              0.0011683,              0.0011683,              0.0011683
                     68,                  1.918,                 2.1476,                 1.8177,                0.39024,                0.15766,                0.12114,                0.05719,                 1.8496,                 2.2977,                 1.8545,              0.0011671,              0.0011671,              0.0011671
                     69,                 1.9069,                 2.1538,                 1.7888,                0.13452,                0.21693,                 0.1483,                0.07156,                 1.7885,                 2.1677,                 1.8296,              0.0011658,              0.0011658,              0.0011658
                     70,                 1.8473,                 2.0279,                 1.7603,                0.51618,                 0.2248,                0.15063,                0.06791,                 1.8413,                 2.2088,                  1.856,              0.0011646,              0.0011646,              0.0011646
                     71,                 1.8981,                  2.098,                 1.7984,                0.21561,                 0.2166,                0.14426,                0.07471,                 1.7763,                 2.1825,                 1.8487,              0.0011634,              0.0011634,              0.0011634
                     72,                 1.9155,                 2.0885,                 1.8118,                0.19284,                 0.2323,                0.13593,                0.06652,                 1.8417,                 2.2374,                 1.8719,              0.0011621,              0.0011621,              0.0011621
                     73,                 1.8938,                 2.0322,                 1.8076,                0.23045,                0.23504,                0.15357,                0.07624,                 1.7985,                 2.2263,                 1.8164,              0.0011609,              0.0011609,              0.0011609
                     74,                 1.8807,                 2.0727,                 1.7444,                0.42782,                0.18874,                0.16764,                0.08069,                 1.7861,                 2.1045,                 1.8054,              0.0011597,              0.0011597,              0.0011597
                     75,                 1.9159,                 2.0758,                 1.8135,                0.22519,                0.20691,                0.14469,                0.07038,                 1.8401,                 2.0965,                 1.8472,              0.0011584,              0.0011584,              0.0011584
                     76,                 1.8726,                 2.0778,                 1.7924,                0.47529,                0.20582,                 0.1768,                0.08092,                 1.8075,                 2.1954,                 1.8523,              0.0011572,              0.0011572,              0.0011572
                     77,                 1.8693,                 2.0272,                 1.7591,                0.43673,                0.23036,                0.15162,                0.07592,                 1.7072,                 2.1991,                 1.7628,              0.0011559,              0.0011559,              0.0011559
                     78,                 1.8797,                 2.0752,                  1.777,                0.45262,                0.21186,                0.13699,                0.07133,                 1.7114,                 2.1126,                  1.749,              0.0011547,              0.0011547,              0.0011547
                     79,                 1.8278,                 2.0007,                 1.7238,                0.53043,                0.17574,                0.16174,                0.07622,                 1.7878,                 2.1304,                 1.7897,              0.0011535,              0.0011535,              0.0011535
                     80,                 1.8527,                 2.0481,                 1.7861,                0.43817,                 0.1809,                0.13724,                0.07225,                 1.7154,                 2.1498,                  1.766,              0.0011522,              0.0011522,              0.0011522
                     81,                 1.8698,                  2.018,                 1.7264,                0.23399,                0.21315,                0.16578,                0.08271,                 1.7508,                 2.1009,                  1.751,               0.001151,               0.001151,               0.001151
                     82,                 1.8301,                 2.0024,                  1.744,                0.46083,                0.25021,                0.18272,                0.08747,                 1.7401,                 1.9783,                 1.7633,              0.0011498,              0.0011498,              0.0011498
                     83,                  1.843,                 1.9945,                 1.7325,                0.49312,                0.23183,                0.16741,                0.08999,                 1.6536,                 1.9998,                 1.7288,              0.0011485,              0.0011485,              0.0011485
                     84,                 1.7925,                 1.9667,                  1.732,                0.48321,                 0.2407,                0.17929,                0.09043,                  1.706,                 1.9659,                 1.7397,              0.0011473,              0.0011473,              0.0011473
                     85,                 1.8268,                 1.9649,                 1.7296,                0.47121,                0.21408,                0.16535,                0.08643,                 1.7443,                 2.1326,                 1.7852,              0.0011461,              0.0011461,              0.0011461
                     86,                 1.7905,                 1.9672,                 1.7059,                0.26496,                0.21697,                0.17723,                 0.0857,                 1.7257,                  2.114,                 1.7664,              0.0011448,              0.0011448,              0.0011448
                     87,                 1.8031,                 1.9741,                 1.7188,                  0.461,                0.23306,                0.15842,                0.07999,                 1.6904,                 2.3511,                 1.7488,              0.0011436,              0.0011436,              0.0011436
                     88,                 1.8176,                 1.9915,                 1.6819,                0.52661,                0.24373,                0.17847,                0.08638,                 1.6989,                 2.0703,                 1.7253,              0.0011423,              0.0011423,              0.0011423
                     89,                 1.7958,                 1.9663,                 1.7114,                0.46006,                0.22206,                0.16657,                 0.0841,                 1.7775,                 2.1287,                 1.7928,              0.0011411,              0.0011411,              0.0011411
                     90,                 1.7836,                 1.9494,                 1.7074,                0.23448,                0.22468,                  0.171,                0.07946,                 1.7453,                 2.0977,                 1.7635,              0.0011399,              0.0011399,              0.0011399
                     91,                 1.7468,                 1.8968,                 1.7121,                0.26033,                0.26519,                0.20642,                0.10498,                 1.6257,                 1.8872,                 1.6955,              0.0011386,              0.0011386,              0.0011386
                     92,                 1.7461,                 1.8789,                 1.7077,                0.51441,                0.27576,                0.18667,                0.09578,                 1.7043,                 2.0154,                 1.7566,              0.0011374,              0.0011374,              0.0011374
                     93,                 1.7689,                 1.9089,                 1.6921,                0.49695,                0.24999,                0.18342,                0.09516,                 1.6873,                  1.902,                 1.7305,              0.0011362,              0.0011362,              0.0011362
                     94,                 1.7546,                 1.8634,                 1.6756,                 0.4598,                0.27025,                0.18764,                0.09773,                 1.6281,                 1.9651,                 1.6957,              0.0011349,              0.0011349,              0.0011349
                     95,                 1.7111,                 1.8235,                 1.6516,                0.60488,                 0.2353,                0.20835,                0.09923,                  1.696,                 1.9756,                 1.7347,              0.0011337,              0.0011337,              0.0011337
                     96,                 1.7692,                 1.8446,                 1.6701,                0.21995,                0.22336,                0.16703,                0.08506,                 1.7241,                 2.1944,                 1.7199,              0.0011324,              0.0011324,              0.0011324
                     97,                 1.7557,                 1.8675,                 1.6674,                0.33829,                0.26455,                 0.2012,                0.10027,                 1.6765,                 1.9507,                 1.7009,              0.0011312,              0.0011312,              0.0011312
                     98,                 1.7501,                 1.8783,                  1.691,                0.48279,                0.24125,                0.17865,                0.09457,                 1.6238,                 1.9531,                  1.699,                0.00113,                0.00113,                0.00113
                     99,                 1.7204,                 1.8653,                 1.6322,                0.47093,                0.23609,                0.16484,                0.08062,                 1.7568,                 2.1936,                 1.7443,              0.0011287,              0.0011287,              0.0011287
                    100,                 1.7476,                 1.8737,                  1.666,                0.28441,                0.19444,                0.17445,                0.09707,                 1.6067,                 1.9605,                 1.6749,              0.0011275,              0.0011275,              0.0011275
                    101,                 1.7345,                 1.8087,                 1.6479,                0.49058,                0.25899,                 0.2091,                0.10081,                 1.7067,                  1.876,                 1.7188,              0.0011263,              0.0011263,              0.0011263
                    102,                 1.7083,                 1.7494,                 1.6045,                0.55067,                0.28154,                0.20827,                0.10736,                 1.5835,                 1.9627,                 1.6652,               0.001125,               0.001125,               0.001125
                    103,                 1.6867,                 1.7693,                 1.6239,                0.52049,                0.27075,                0.21927,                0.11067,                 1.6588,                 1.8297,                 1.6959,              0.0011238,              0.0011238,              0.0011238
                    104,                 1.7377,                 1.8092,                 1.6674,                0.54661,                0.23516,                0.20912,                0.11002,                 1.6567,                 1.8916,                 1.6963,              0.0011225,              0.0011225,              0.0011225
                    105,                 1.7021,                 1.7597,                 1.6054,                0.53147,                0.29415,                0.21488,                0.11248,                 1.6433,                 1.8609,                 1.6781,              0.0011213,              0.0011213,              0.0011213
                    106,                 1.6482,                 1.7334,                 1.6092,                0.52812,                 0.2741,                0.20339,                0.10485,                 1.6049,                 1.9897,                  1.653,              0.0011201,              0.0011201,              0.0011201
                    107,                  1.697,                 1.8146,                 1.6395,                0.50496,                0.27779,                0.21081,                0.11373,                  1.604,                 2.0721,                  1.677,              0.0011188,              0.0011188,              0.0011188
                    108,                 1.6744,                 1.7381,                 1.6006,                0.57726,                0.29152,                0.23432,                  0.122,                 1.5382,                 1.8863,                 1.6146,              0.0011176,              0.0011176,              0.0011176
                    109,                 1.6476,                 1.7212,                 1.5737,                0.55082,                 0.2402,                0.19976,                0.10025,                 1.6193,                  1.939,                 1.6464,              0.0011164,              0.0011164,              0.0011164
                    110,                 1.6809,                 1.7953,                 1.5965,                0.53138,                0.27884,                0.23112,                0.11902,                 1.5608,                 1.8201,                 1.6103,              0.0011151,              0.0011151,              0.0011151
                    111,                 1.6463,                 1.7439,                 1.5815,                0.30577,                0.22093,                0.19739,                0.09677,                 1.6398,                 1.9346,                 1.6721,              0.0011139,              0.0011139,              0.0011139
                    112,                  1.695,                  1.779,                 1.6155,                0.48235,                0.29728,                0.23073,                0.12781,                 1.5789,                 1.8233,                 1.6465,              0.0011126,              0.0011126,              0.0011126
                    113,                 1.6518,                 1.7361,                 1.5951,                0.53429,                0.24492,                0.21612,                0.12034,                 1.5413,                 1.8734,                 1.6147,              0.0011114,              0.0011114,              0.0011114
                    114,                 1.6775,                  1.736,                 1.6221,                0.64134,                0.25106,                0.23398,                0.11506,                 1.6585,                 1.9465,                 1.6923,              0.0011102,              0.0011102,              0.0011102
                    115,                  1.707,                 1.7954,                  1.607,                0.47961,                0.28788,                0.21005,                0.10723,                 1.6314,                 2.0435,                 1.6406,              0.0011089,              0.0011089,              0.0011089
                    116,                 1.6291,                 1.7027,                 1.5672,                0.68088,                0.26648,                0.24032,                0.12209,                 1.5842,                 1.7598,                 1.6375,              0.0011077,              0.0011077,              0.0011077
                    117,                 1.6156,                 1.6734,                 1.5683,                0.55457,                  0.242,                0.21742,                0.11384,                 1.5642,                 1.9296,                 1.6262,              0.0011065,              0.0011065,              0.0011065
                    118,                 1.6574,                 1.7135,                 1.6023,                 0.4888,                 0.2598,                0.20564,                0.10717,                 1.5802,                 1.8871,                 1.6167,              0.0011052,              0.0011052,              0.0011052
                    119,                 1.6638,                 1.7059,                 1.5964,                0.51888,                0.29255,                0.24668,                0.13598,                 1.5001,                 1.7553,                 1.5659,               0.001104,               0.001104,               0.001104
                    120,                 1.6182,                 1.7153,                 1.5714,                0.49992,                0.32397,                0.23978,                0.12571,                  1.559,                 1.7429,                  1.609,              0.0011027,              0.0011027,              0.0011027
                    121,                 1.6107,                 1.6369,                 1.5661,                0.52664,                 0.2653,                0.22395,                0.11799,                 1.6297,                  1.787,                 1.6959,              0.0011015,              0.0011015,              0.0011015
                    122,                  1.642,                 1.6848,                 1.5974,                0.55586,                0.27699,                0.24748,                0.12922,                 1.5725,                 1.7848,                 1.6337,              0.0011003,              0.0011003,              0.0011003
                    123,                 1.6277,                 1.6493,                 1.5751,                0.62813,                0.27893,                0.24928,                0.12629,                  1.546,                 1.7092,                 1.6006,               0.001099,               0.001099,               0.001099
                    124,                 1.6175,                 1.6195,                 1.5744,                0.50933,                0.30863,                0.24516,                0.12711,                  1.584,                 1.7326,                 1.6124,              0.0010978,              0.0010978,              0.0010978
                    125,                 1.5844,                  1.636,                  1.526,                 0.5915,                0.32715,                0.25725,                0.13616,                 1.4672,                 1.6699,                 1.5581,              0.0010965,              0.0010965,              0.0010965
                    126,                 1.6108,                 1.6189,                 1.5675,                0.49793,                0.34081,                0.23693,                 0.1251,                 1.5361,                 1.6696,                 1.5981,              0.0010953,              0.0010953,              0.0010953
                    127,                 1.6388,                 1.6651,                  1.562,                0.52324,                0.26089,                0.22953,                0.12769,                 1.5898,                 1.7951,                 1.6272,              0.0010941,              0.0010941,              0.0010941
                    128,                 1.6324,                 1.6348,                 1.5774,                0.54955,                0.29231,                0.23718,                0.13142,                 1.5455,                 1.7633,                 1.5858,              0.0010928,              0.0010928,              0.0010928
                    129,                 1.6074,                  1.573,                 1.5303,                0.52183,                 0.3121,                0.23719,                   0.12,                 1.5713,                 1.7716,                 1.6358,              0.0010916,              0.0010916,              0.0010916
                    130,                 1.6163,                 1.5806,                 1.5387,                0.57725,                0.34404,                0.27905,                0.15268,                 1.4891,                 1.6529,                 1.5609,              0.0010904,              0.0010904,              0.0010904
                    131,                 1.6064,                 1.5752,                  1.531,                0.58834,                0.30837,                0.26048,                 0.1441,                 1.4642,                 1.6645,                 1.5352,              0.0010891,              0.0010891,              0.0010891
                    132,                 1.5668,                 1.5626,                  1.531,                0.62525,                0.31848,                0.27684,                0.15148,                 1.4408,                 1.6431,                 1.5022,              0.0010879,              0.0010879,              0.0010879
                    133,                 1.5445,                 1.5466,                 1.4799,                0.53961,                0.29778,                0.25523,                0.13006,                 1.5249,                 1.6955,                 1.5908,              0.0010866,              0.0010866,              0.0010866
