                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    221,                 1.2821,                 1.1587,                 1.3049,                0.67727,                0.45441,                0.39653,                0.24631,                 1.1572,                 1.2528,                 1.2917,             0.00097775,             0.00097775,             0.00097775
                    222,                  1.252,                 1.1292,                  1.296,                0.68442,                0.45935,                0.40461,                0.24852,                 1.1529,                 1.2276,                 1.2725,             0.00097651,             0.00097651,             0.00097651
                    223,                 1.2738,                 1.0957,                 1.2857,                0.75249,                0.42353,                0.41497,                0.25714,                 1.1613,                 1.2373,                 1.3016,             0.00097528,             0.00097528,             0.00097528
                    224,                 1.2814,                 1.0879,                  1.292,                0.71001,                0.45155,                0.42081,                0.26537,                 1.1348,                 1.1938,                 1.2827,             0.00097404,             0.00097404,             0.00097404
                    225,                 1.2526,                 1.1062,                 1.3157,                0.65128,                0.44883,                0.37561,                0.22691,                 1.2174,                 1.2989,                 1.3269,              0.0009728,              0.0009728,              0.0009728
                    226,                 1.2683,                 1.1327,                 1.2926,                0.70904,                0.46654,                0.40852,                0.26245,                 1.1182,                 1.2105,                 1.2589,             0.00097156,             0.00097156,             0.00097156
                    227,                 1.2862,                 1.1356,                 1.3152,                0.66166,                0.48075,                0.41086,                0.25943,                 1.1239,                 1.1919,                 1.2623,             0.00097033,             0.00097033,             0.00097033
                    228,                 1.2807,                 1.1154,                 1.3063,                0.70976,                0.45189,                0.41213,                0.26506,                 1.1099,                 1.2199,                 1.2624,             0.00096909,             0.00096909,             0.00096909
                    229,                 1.2661,                 1.0732,                 1.2767,                0.64387,                0.48035,                0.39696,                0.24099,                 1.2033,                 1.2565,                 1.3119,             0.00096785,             0.00096785,             0.00096785
                    230,                 1.3029,                 1.1443,                 1.3292,                0.65572,                0.43146,                0.37999,                0.24988,                 1.0853,                 1.1806,                  1.257,             0.00096661,             0.00096661,             0.00096661
                    231,                 1.2662,                 1.1023,                 1.3086,                0.69918,                 0.4551,                0.38643,                0.23434,                 1.1867,                 1.2402,                 1.3251,             0.00096537,             0.00096537,             0.00096537
                    232,                 1.2752,                 1.0957,                 1.2976,                0.70634,                 0.4446,                0.40238,                0.25145,                 1.1462,                  1.213,                 1.2741,             0.00096414,             0.00096414,             0.00096414
                    233,                 1.2715,                  1.149,                 1.3128,                0.66566,                0.48981,                0.40534,                0.26271,                 1.0727,                 1.1936,                 1.2485,              0.0009629,              0.0009629,              0.0009629
                    234,                  1.244,                 1.0792,                 1.2674,                0.69271,                0.44552,                 0.3904,                0.23599,                 1.2493,                 1.3457,                 1.3486,             0.00096166,             0.00096166,             0.00096166
                    235,                  1.265,                 1.1301,                 1.2981,                0.66657,                0.49574,                0.39934,                0.25105,                 1.1613,                 1.2374,                 1.2819,             0.00096043,             0.00096043,             0.00096043
                    236,                 1.2615,                  1.107,                 1.2828,                0.68462,                0.46812,                 0.4267,                0.25518,                 1.2538,                 1.2233,                 1.3384,             0.00095919,             0.00095919,             0.00095919
                    237,                 1.2879,                 1.1436,                 1.3158,                0.67084,                 0.4641,                0.39902,                0.25479,                 1.1647,                 1.1861,                 1.2891,             0.00095795,             0.00095795,             0.00095795
                    238,                 1.2807,                 1.1163,                 1.3059,                0.67376,                0.50621,                0.40828,                0.25661,                 1.1547,                 1.1937,                 1.2863,             0.00095671,             0.00095671,             0.00095671
                    239,                 1.2485,                 1.0942,                  1.287,                0.66917,                 0.4873,                0.39654,                0.25743,                 1.0923,                  1.175,                  1.254,             0.00095548,             0.00095548,             0.00095548
                    240,                  1.241,                 1.1101,                 1.2776,                0.63923,                0.50339,                0.39299,                0.26093,                 1.1391,                 1.1652,                 1.2635,             0.00095424,             0.00095424,             0.00095424
                    241,                 1.2244,                 1.0769,                 1.2715,                0.69763,                0.41059,                0.37911,                0.23353,                  1.219,                 1.4145,                 1.3161,               0.000953,               0.000953,               0.000953
                    242,                 1.2549,                 1.1017,                  1.273,                0.62208,                0.50103,                0.37607,                0.24278,                 1.1326,                 1.1966,                 1.2508,             0.00095176,             0.00095176,             0.00095176
                    243,                 1.2142,                 1.0454,                 1.2528,                 0.6758,                0.48453,                 0.4077,                0.26883,                  1.087,                 1.1291,                 1.2381,             0.00095053,             0.00095053,             0.00095053
                    244,                 1.1959,                 1.0485,                 1.2778,                0.66142,                0.45885,                0.39806,                0.25074,                 1.1728,                 1.2667,                 1.3087,             0.00094929,             0.00094929,             0.00094929
                    245,                 1.2378,                 1.0655,                 1.2733,                0.68972,                0.48157,                0.41213,                0.27142,                 1.1233,                   1.16,                 1.2587,             0.00094805,             0.00094805,             0.00094805
                    246,                 1.2395,                 1.0834,                 1.2739,                0.74896,                0.46573,                0.41086,                0.26689,                 1.1221,                 1.1618,                 1.2605,             0.00094681,             0.00094681,             0.00094681
                    247,                 1.2438,                 1.0751,                  1.269,                0.68765,                0.43131,                0.41003,                0.26952,                 1.0867,                 1.1875,                 1.2532,             0.00094558,             0.00094558,             0.00094558
                    248,                 1.2295,                 1.0855,                   1.26,                0.68732,                0.46664,                0.40202,                0.25574,                 1.1375,                 1.1618,                 1.2486,             0.00094434,             0.00094434,             0.00094434
                    249,                 1.1736,                 1.0199,                 1.2466,                 0.6696,                0.47363,                0.40933,                0.25782,                 1.0859,                 1.1872,                 1.2388,              0.0009431,              0.0009431,              0.0009431
                    250,                 1.1702,                 1.0454,                 1.2405,                0.67573,                0.48575,                0.41559,                 0.2697,                  1.115,                 1.2097,                 1.2514,             0.00094186,             0.00094186,             0.00094186
                    251,                 1.2044,                 1.0703,                 1.2793,                0.68265,                0.51199,                 0.4226,                 0.2791,                 1.0696,                 1.1363,                  1.222,             0.00094062,             0.00094062,             0.00094062
                    252,                 1.2595,                 1.0774,                 1.2945,                0.68178,                0.51225,                0.40378,                0.25106,                 1.1517,                 1.1734,                 1.2664,             0.00093939,             0.00093939,             0.00093939
                    253,                 1.2676,                 1.0744,                 1.3087,                0.65605,                0.51932,                0.39602,                0.25083,                 1.1567,                 1.1948,                 1.2605,             0.00093815,             0.00093815,             0.00093815
                    254,                 1.2222,                 1.0358,                 1.2514,                0.70285,                0.44379,                0.40349,                0.25704,                 1.0709,                 1.2007,                 1.2412,             0.00093691,             0.00093691,             0.00093691
                    255,                 1.2176,                 1.0717,                 1.2665,                 0.6332,                0.52876,                0.38415,                0.26043,                 1.0563,                 1.1741,                 1.2253,             0.00093567,             0.00093567,             0.00093567
                    256,                 1.2062,                 1.0684,                 1.2693,                0.66942,                0.48525,                0.40655,                0.28245,                 1.0479,                 1.0947,                 1.2131,             0.00093444,             0.00093444,             0.00093444
                    257,                 1.1929,                 1.0516,                 1.2516,                0.70306,                0.46402,                0.43195,                0.29393,                 1.0249,                 1.0588,                 1.1991,              0.0009332,              0.0009332,              0.0009332
                    258,                 1.2028,                  1.045,                 1.2394,                0.72809,                0.46499,                0.42432,                0.26392,                 1.1408,                 1.1866,                  1.264,             0.00093196,             0.00093196,             0.00093196
                    259,                  1.213,                 1.0404,                 1.2632,                 0.6839,                0.46164,                0.41358,                0.26572,                 1.1006,                 1.1662,                 1.2436,             0.00093073,             0.00093073,             0.00093073
                    260,                 1.2279,                 1.0634,                 1.2535,                0.70883,                0.47214,                0.41345,                0.26331,                 1.1458,                 1.2197,                 1.2686,             0.00092949,             0.00092949,             0.00092949
                    261,                 1.2266,                 1.0695,                 1.2766,                0.65569,                0.48933,                0.41666,                0.27555,                 1.0656,                 1.1317,                 1.2254,             0.00092825,             0.00092825,             0.00092825
                    262,                 1.2126,                 1.0855,                 1.2631,                0.69395,                0.47413,                0.42945,                 0.2823,                 1.0608,                 1.1403,                 1.2193,             0.00092701,             0.00092701,             0.00092701
                    263,                 1.1999,                 1.0247,                 1.2409,                0.69837,                 0.4891,                0.40309,                0.26177,                 1.1136,                  1.218,                 1.2443,             0.00092577,             0.00092577,             0.00092577
                    264,                 1.2351,                 1.0567,                 1.2734,                 0.7013,                 0.5101,                0.42072,                0.28004,                 1.0643,                 1.1684,                 1.2128,             0.00092454,             0.00092454,             0.00092454
                    265,                  1.158,                0.99802,                 1.2277,                0.71327,                0.49696,                0.44001,                0.28434,                 1.0841,                 1.1243,                 1.2213,              0.0009233,              0.0009233,              0.0009233
                    266,                 1.1819,                 1.0121,                 1.2481,                0.73581,                0.48859,                0.43576,                0.29197,                 1.0659,                 1.1424,                 1.2003,             0.00092206,             0.00092206,             0.00092206
                    267,                 1.2089,                 1.0421,                 1.2661,                0.69713,                0.48493,                 0.4192,                0.25119,                  1.179,                 1.2208,                 1.2834,             0.00092083,             0.00092083,             0.00092083
                    268,                 1.1788,                 1.0051,                 1.2303,                0.69397,                0.49488,                0.44304,                0.28281,                 1.0865,                 1.1426,                 1.2219,             0.00091959,             0.00091959,             0.00091959
                    269,                 1.1861,                0.99476,                 1.2441,                0.72076,                0.49845,                0.44454,                0.29978,                 1.0096,                 1.1042,                 1.1821,             0.00091835,             0.00091835,             0.00091835
                    270,                 1.1621,                0.98229,                  1.223,                0.67477,                0.51929,                0.43386,                  0.284,                  1.056,                  1.155,                  1.211,             0.00091711,             0.00091711,             0.00091711
                    271,                 1.1925,                0.98925,                  1.241,                0.74268,                0.46916,                0.45731,                0.30955,                 1.0259,                 1.0923,                 1.1858,             0.00091588,             0.00091588,             0.00091588
                    272,                 1.1719,                0.99316,                 1.2423,                0.72518,                0.48306,                0.44912,                0.30035,                 1.0479,                 1.1203,                 1.2021,             0.00091464,             0.00091464,             0.00091464
                    273,                 1.1795,                0.99072,                 1.2396,                0.70861,                0.50933,                0.46166,                0.30946,                 1.0246,                  1.115,                 1.1825,              0.0009134,              0.0009134,              0.0009134
                    274,                 1.1138,                 0.9637,                 1.1983,                0.70063,                0.49316,                0.44193,                0.28736,                 1.0758,                 1.1169,                 1.2085,             0.00091216,             0.00091216,             0.00091216
                    275,                 1.1487,                0.96728,                 1.2298,                0.67541,                0.51198,                0.42152,                0.27983,                 1.0644,                  1.096,                 1.2122,             0.00091092,             0.00091092,             0.00091092
                    276,                 1.1951,                 1.0332,                 1.2438,                 0.7308,                0.50319,                0.45004,                0.29949,                 1.0436,                 1.0475,                 1.1987,             0.00090969,             0.00090969,             0.00090969
                    277,                 1.1651,                  1.002,                 1.2206,                0.68391,                0.50011,                0.40745,                0.26115,                 1.1016,                 1.1514,                 1.2254,             0.00090845,             0.00090845,             0.00090845
                    278,                 1.1843,                 1.0112,                 1.2202,                0.72531,                0.47985,                0.42524,                0.28465,                 1.0639,                 1.1252,                 1.2067,             0.00090721,             0.00090721,             0.00090721
                    279,                 1.1558,                0.99106,                 1.2155,                0.69927,                0.48896,                 0.4274,                 0.2848,                 1.0801,                 1.2015,                 1.2309,             0.00090597,             0.00090597,             0.00090597
                    280,                  1.158,                  0.972,                 1.2159,                0.70152,                0.52052,                0.43582,                0.29989,                 1.0038,                 1.1576,                 1.1875,             0.00090474,             0.00090474,             0.00090474
                    281,                  1.197,                 1.0032,                 1.2593,                  0.679,                 0.5106,                0.41574,                0.28751,                 1.0237,                  1.093,                 1.1961,              0.0009035,              0.0009035,              0.0009035
                    282,                 1.1898,                0.96993,                 1.2337,                0.67608,                0.48502,                0.40839,                0.26078,                 1.1146,                 1.1861,                  1.246,             0.00090226,             0.00090226,             0.00090226
                    283,                 1.1804,                0.96534,                  1.243,                0.72535,                0.45576,                0.43084,                0.28991,                 1.0239,                 1.1486,                 1.1966,             0.00090103,             0.00090103,             0.00090103
                    284,                 1.1923,                 1.0237,                 1.2539,                0.70887,                0.48516,                0.44971,                0.29364,                  1.079,                 1.1093,                 1.2257,             0.00089979,             0.00089979,             0.00089979
                    285,                 1.1289,                 1.0211,                 1.2307,                0.71133,                 0.5327,                0.44529,                0.30076,                 1.0302,                 1.0608,                 1.2059,             0.00089855,             0.00089855,             0.00089855
                    286,                 1.1932,                 1.0125,                 1.2533,                0.72251,                0.52136,                0.45556,                0.30935,                 1.0048,                 1.0971,                 1.1841,             0.00089731,             0.00089731,             0.00089731
                    287,                 1.1326,                0.97329,                 1.2101,                0.72396,                0.51374,                0.46178,                0.30243,                 1.0515,                 1.0712,                 1.2043,             0.00089607,             0.00089607,             0.00089607
                    288,                 1.1408,                0.97435,                 1.2343,                0.68848,                0.53223,                0.44657,                0.30885,                0.99708,                 1.1092,                 1.1747,             0.00089484,             0.00089484,             0.00089484
                    289,                 1.1589,                0.98887,                 1.2178,                   0.68,                0.48954,                0.42921,                0.27397,                 1.0968,                 1.1398,                 1.2209,              0.0008936,              0.0008936,              0.0008936
                    290,                 1.1519,                0.96796,                  1.224,                0.69507,                0.50111,                0.42925,                0.29641,                0.99916,                 1.0858,                 1.1672,             0.00089236,             0.00089236,             0.00089236
                    291,                 1.1367,                0.97852,                 1.2136,                 0.7175,                 0.5153,                0.45092,                0.30485,                 1.0485,                  1.098,                 1.1944,             0.00089112,             0.00089112,             0.00089112
                    292,                 1.1738,                 1.0412,                 1.2412,                 0.6858,                0.54658,                0.43804,                0.28791,                  1.021,                 1.1233,                 1.1918,             0.00088989,             0.00088989,             0.00088989
                    293,                 1.1594,                0.99339,                 1.2398,                0.74257,                0.48257,                0.44456,                0.28662,                 1.0479,                 1.0533,                 1.1997,             0.00088865,             0.00088865,             0.00088865
                    294,                 1.1787,                 0.9917,                 1.2384,                0.74427,                0.50799,                  0.463,                0.29342,                 1.0361,                 1.0575,                 1.1826,             0.00088741,             0.00088741,             0.00088741
                    295,                 1.1431,                0.95191,                 1.2248,                0.72091,                0.52543,                0.47295,                0.30426,                 1.0396,                 1.0905,                 1.1922,             0.00088618,             0.00088618,             0.00088618
                    296,                 1.1496,                0.96612,                 1.2002,                0.71001,                0.52283,                0.44343,                0.30686,                0.98439,                 1.0857,                 1.1696,             0.00088494,             0.00088494,             0.00088494
                    297,                 1.1301,                0.94753,                 1.1938,                0.69956,                0.53002,                0.45827,                0.31818,                0.98235,                 1.0413,                 1.1617,              0.0008837,              0.0008837,              0.0008837
                    298,                   1.15,                0.96319,                 1.2241,                0.69615,                 0.5287,                0.45654,                0.30737,                 1.0064,                 1.0675,                 1.1673,             0.00088246,             0.00088246,             0.00088246
                    299,                 1.1466,                0.95705,                  1.201,                0.74987,                0.48736,                0.45554,                0.29348,                 1.0587,                 1.0935,                 1.1974,             0.00088122,             0.00088122,             0.00088122
                    300,                 1.1581,                0.92102,                 1.2151,                0.70452,                0.54616,                0.46573,                0.31836,                 1.0077,                 1.0385,                 1.1619,             0.00087999,             0.00087999,             0.00087999
                    301,                 1.1304,                0.95759,                 1.2001,                0.71021,                 0.5202,                0.45349,                0.30814,                 1.0202,                 1.0466,                  1.183,             0.00087875,             0.00087875,             0.00087875
                    302,                 1.1029,                0.92345,                 1.1886,                0.66862,                0.54447,                0.43829,                0.28666,                 1.0442,                 1.0975,                 1.2092,             0.00087751,             0.00087751,             0.00087751
                    303,                  1.106,                0.92731,                 1.2058,                0.73665,                0.49934,                 0.4613,                0.31002,                 1.0323,                  1.053,                 1.2007,             0.00087628,             0.00087628,             0.00087628
                    304,                  1.128,                 0.9638,                 1.2012,                0.73861,                0.50279,                 0.4585,                0.30509,                  1.023,                 1.1224,                 1.1794,             0.00087504,             0.00087504,             0.00087504
                    305,                 1.1267,                0.95726,                 1.2107,                0.73434,                 0.4956,                0.45346,                0.30732,                 0.9653,                 1.0757,                 1.1488,              0.0008738,              0.0008738,              0.0008738
                    306,                 1.1051,                0.94868,                 1.2034,                0.67861,                0.52475,                0.43149,                0.29583,                 1.0251,                 1.0702,                 1.1699,             0.00087256,             0.00087256,             0.00087256
                    307,                 1.1359,                0.97153,                 1.2146,                0.75334,                0.47209,                0.45709,                0.30928,                 1.0707,                 1.1049,                 1.2026,             0.00087132,             0.00087132,             0.00087132
                    308,                 1.1151,                0.92408,                 1.1641,                0.68458,                0.53824,                0.45106,                0.30396,                  1.008,                 1.1004,                 1.1658,             0.00087009,             0.00087009,             0.00087009
                    309,                 1.0857,                0.95068,                 1.1747,                0.68737,                0.55802,                 0.4433,                0.29926,                0.97952,                  1.108,                 1.1499,             0.00086885,             0.00086885,             0.00086885
                    310,                 1.1135,                0.91318,                 1.1832,                0.68367,                0.52397,                0.44096,                 0.3011,                0.98477,                 1.0653,                 1.1609,             0.00086761,             0.00086761,             0.00086761
                    311,                 1.0974,                0.92464,                 1.1899,                 0.7104,                0.54327,                0.46747,                0.31579,                0.98123,                 1.0974,                 1.1558,             0.00086637,             0.00086637,             0.00086637
                    312,                 1.1035,                0.91782,                 1.1831,                0.71572,                0.53352,                0.46655,                0.30793,                 1.0189,                 1.0981,                 1.1671,             0.00086514,             0.00086514,             0.00086514
                    313,                 1.1227,                0.93156,                 1.1799,                 0.6907,                0.53819,                0.46375,                0.31436,                 1.0068,                 1.0876,                  1.171,              0.0008639,              0.0008639,              0.0008639
                    314,                 1.1324,                 0.9058,                 1.1969,                0.69516,                0.55891,                0.46649,                0.32529,                0.93569,                 1.0227,                 1.1268,             0.00086266,             0.00086266,             0.00086266
                    315,                 1.0996,                0.91499,                 1.1861,                0.71681,                0.50647,                0.45144,                0.29748,                 1.0293,                 1.0783,                 1.1786,             0.00086142,             0.00086142,             0.00086142
                    316,                 1.1148,                0.93082,                 1.1928,                0.69378,                0.50949,                0.44352,                0.30067,                 1.0167,                 1.0782,                 1.1694,             0.00086019,             0.00086019,             0.00086019
                    317,                 1.0983,                0.93224,                 1.1932,                0.70651,                0.51781,                0.45742,                0.31498,                 0.9582,                 1.0283,                 1.1469,             0.00085895,             0.00085895,             0.00085895
                    318,                 1.1155,                0.91203,                 1.1904,                0.74498,                0.50541,                 0.4788,                0.33548,                0.93473,                 1.0127,                  1.128,             0.00085771,             0.00085771,             0.00085771
                    319,                 1.0958,                0.93776,                 1.1823,                0.73487,                0.52667,                0.45698,                0.31479,                 0.9723,                 1.0323,                 1.1479,             0.00085647,             0.00085647,             0.00085647
                    320,                 1.0908,                0.91528,                 1.1682,                0.74654,                0.47488,                0.45071,                0.29421,                 1.1097,                 1.1257,                 1.1953,             0.00085524,             0.00085524,             0.00085524
                    321,                 1.1161,                 0.9102,                   1.18,                0.72685,                0.53593,                0.47428,                0.32148,                0.97039,                 1.0913,                  1.148,               0.000854,               0.000854,               0.000854
                    322,                 1.0778,                0.90735,                  1.173,                0.71298,                0.53311,                0.45782,                0.31142,                0.98444,                 1.0389,                 1.1594,             0.00085276,             0.00085276,             0.00085276
                    323,                 1.1194,                0.90465,                 1.1817,                0.72666,                0.52428,                0.46847,                 0.3184,                0.98439,                 1.0256,                 1.1419,             0.00085152,             0.00085152,             0.00085152
                    324,                 1.0701,                0.87664,                 1.1785,                0.72828,                0.55507,                0.47212,                0.33027,                0.94735,                 1.0333,                 1.1407,             0.00085029,             0.00085029,             0.00085029
                    325,                 1.0967,                0.91431,                 1.1847,                0.71922,                0.51548,                0.45727,                0.30612,                 1.0468,                 1.1138,                 1.1953,             0.00084905,             0.00084905,             0.00084905
                    326,                 1.1264,                0.93084,                 1.2153,                0.70667,                0.55891,                 0.4569,                0.31849,                0.97415,                 1.0798,                 1.1613,             0.00084781,             0.00084781,             0.00084781
                    327,                 1.1041,                0.92571,                 1.1911,                 0.7315,                0.53421,                0.46528,                0.32463,                0.95907,                 1.0112,                 1.1468,             0.00084658,             0.00084658,             0.00084658
                    328,                 1.0913,                0.92399,                 1.1819,                 0.7448,                0.51562,                0.46761,                0.31957,                0.98201,                 1.0407,                 1.1663,             0.00084534,             0.00084534,             0.00084534
                    329,                 1.0877,                0.88979,                  1.178,                0.72813,                 0.5348,                0.46313,                0.31416,                0.99341,                 1.0579,                 1.1696,              0.0008441,              0.0008441,              0.0008441
                    330,                 1.0975,                0.89874,                 1.1923,                0.70034,                0.54303,                0.46974,                0.32279,                0.97137,                 1.0034,                 1.1575,             0.00084286,             0.00084286,             0.00084286
                    331,                 1.1052,                0.86683,                 1.1743,                0.70687,                 0.5483,                0.47205,                0.31459,                 0.9926,                 1.0231,                  1.165,             0.00084162,             0.00084162,             0.00084162
                    332,                 1.1206,                 0.9021,                 1.1802,                0.71066,                0.52021,                0.45176,                0.31071,                 1.0144,                 1.0266,                 1.1749,             0.00084039,             0.00084039,             0.00084039
                    333,                 1.0595,                0.87056,                 1.1639,                0.71647,                0.51223,                0.44551,                0.30636,                0.99047,                 1.0492,                 1.1831,             0.00083915,             0.00083915,             0.00083915
                    334,                 1.0926,                0.88767,                 1.1731,                0.69897,                0.54579,                0.45795,                0.31432,                0.98705,                 1.0409,                 1.1704,             0.00083791,             0.00083791,             0.00083791
                    335,                 1.0726,                0.88958,                 1.1582,                 0.4834,                0.50104,                0.45909,                0.31203,                0.97806,                 1.0288,                 1.1503,             0.00083667,             0.00083667,             0.00083667
                    336,                 1.0585,                0.87541,                 1.1712,                0.46804,                0.53033,                0.45672,                0.31715,                0.96024,                  1.092,                 1.1376,             0.00083544,             0.00083544,             0.00083544
                    337,                 1.0968,                0.90426,                 1.1869,                0.47734,                0.52558,                0.46519,                0.32407,                0.93279,                 1.0231,                 1.1376,              0.0008342,              0.0008342,              0.0008342
                    338,                 1.1126,                 0.9059,                 1.1722,                0.48275,                0.54239,                0.46078,                0.31964,                0.93796,                 1.0471,                 1.1348,             0.00083296,             0.00083296,             0.00083296
                    339,                 1.1032,                0.91985,                 1.1912,                0.72053,                0.51514,                0.45995,                0.32301,                0.96299,                 1.0149,                  1.142,             0.00083172,             0.00083172,             0.00083172
                    340,                  1.048,                0.86925,                 1.1633,                0.74975,                0.50058,                0.45977,                0.29769,                 1.0484,                 1.0724,                 1.1846,             0.00083049,             0.00083049,             0.00083049
                    341,                 1.0812,                0.87464,                 1.1646,                0.71275,                0.54941,                0.46045,                0.31108,                0.97102,                 1.0343,                 1.1457,             0.00082925,             0.00082925,             0.00082925
                    342,                 1.0676,                0.88037,                 1.1753,                0.44206,                0.55891,                0.46427,                0.32729,                0.94941,                 1.0374,                 1.1344,             0.00082801,             0.00082801,             0.00082801
                    343,                 1.0708,                0.87511,                 1.1728,                0.45747,                0.55081,                 0.4744,                0.34262,                0.90856,                0.99493,                 1.1095,             0.00082677,             0.00082677,             0.00082677
                    344,                 1.0788,                0.89037,                 1.1802,                0.73852,                0.51877,                0.47768,                0.34712,                0.90481,                0.99281,                 1.1075,             0.00082554,             0.00082554,             0.00082554
                    345,                 1.0556,                0.87868,                 1.1608,                0.71702,                0.55186,                0.48095,                0.33121,                0.92462,                0.98482,                 1.1182,              0.0008243,              0.0008243,              0.0008243
                    346,                 1.0585,                0.87527,                 1.1544,                0.45955,                0.57675,                0.47119,                0.32571,                0.91248,                 1.0033,                 1.1231,             0.00082306,             0.00082306,             0.00082306
                    347,                 1.0497,                0.84832,                 1.1619,                0.73681,                0.51805,                0.46901,                0.31914,                0.94071,                 1.0195,                 1.1339,             0.00082183,             0.00082183,             0.00082183
                    348,                 1.0872,                0.87514,                 1.1861,                0.73015,                 0.5222,                0.47159,                0.32488,                0.92609,                 1.0089,                  1.124,             0.00082059,             0.00082059,             0.00082059
                    349,                 1.0577,                0.89729,                 1.1682,                0.43634,                0.57512,                0.46931,                0.31928,                0.94235,                 1.0231,                 1.1294,             0.00081935,             0.00081935,             0.00081935
                    350,                  1.058,                0.89016,                 1.1593,                0.43264,                0.58899,                0.47156,                0.32921,                0.95213,                 1.0294,                 1.1286,             0.00081811,             0.00081811,             0.00081811
                    351,                 1.0672,                0.86277,                 1.1676,                0.43608,                0.58412,                0.46555,                0.33493,                0.89615,                 1.0873,                 1.1051,             0.00081688,             0.00081688,             0.00081688
                    352,                 1.0637,                0.89511,                 1.1662,                0.47967,                0.50428,                0.45067,                0.30359,                 1.0184,                 1.0899,                 1.1691,             0.00081564,             0.00081564,             0.00081564
                    353,                 1.0552,                0.88252,                  1.144,                0.46962,                0.52814,                0.46966,                0.31962,                0.95564,                  1.004,                 1.1336,              0.0008144,              0.0008144,              0.0008144
                    354,                  1.062,                0.84969,                 1.1479,                0.45338,                0.55282,                0.47045,                0.32399,                0.97983,                 1.0333,                 1.1383,             0.00081316,             0.00081316,             0.00081316
