                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 5.5604,                 7.5895,                 4.9397,                0.53174,                0.02358,                0.01476,                0.00397,                 5.5378,                 6.5492,                 5.1804,             0.00092825,             0.00092825,             0.00092825
                     15,                 5.4658,                 7.5655,                 4.8792,                0.33946,                0.04217,                0.01964,                0.00557,                 5.2469,                 6.5173,                 4.9959,              0.0009035,              0.0009035,              0.0009035
                     16,                 5.5002,                 7.3645,                 4.8765,                0.31778,                0.02515,                0.02271,                0.00759,                 5.1594,                 6.2538,                 4.8783,             0.00087875,             0.00087875,             0.00087875
                     17,                 5.3512,                 7.1995,                 4.7536,                0.53765,                0.04515,                0.02839,                 0.0085,                 5.1879,                 6.6131,                 4.7377,               0.000854,               0.000854,               0.000854
                     18,                 5.2913,                 6.8324,                  4.575,                0.32225,                0.03998,                0.03064,                 0.0088,                  5.075,                 6.0492,                 4.6012,             0.00082925,             0.00082925,             0.00082925
                     19,                 5.1666,                 6.8303,                 4.5751,                0.31151,                 0.0467,                0.02764,                0.00876,                 5.0473,                 5.9687,                 4.6372,              0.0008045,              0.0008045,              0.0008045
                     20,                 5.0878,                 6.7348,                 4.4821,                0.31859,                0.03951,                0.02816,                0.00868,                 4.9878,                 6.0932,                 4.6748,             0.00077975,             0.00077975,             0.00077975
                     21,                 5.0389,                 6.6658,                 4.3908,                0.32721,                0.06398,                0.03164,                0.01003,                 5.0052,                 6.1753,                 4.6048,               0.000755,               0.000755,               0.000755
                     22,                 4.9556,                 6.4527,                  4.348,                0.33601,                0.02986,                0.03763,                0.01057,                 4.9704,                 6.1589,                 4.5823,             0.00073025,             0.00073025,             0.00073025
                     23,                 4.8435,                 6.2923,                 4.2374,                0.58023,                0.06556,                0.04408,                0.01451,                 4.8411,                 5.8295,                  4.497,              0.0007055,              0.0007055,              0.0007055
                     24,                 4.9434,                 6.3503,                 4.3285,                0.31136,                0.08304,                0.02986,                 0.0089,                 4.8001,                 6.2492,                 4.4025,             0.00068075,             0.00068075,             0.00068075
                     25,                 4.8821,                 6.3646,                 4.2632,                0.31161,                0.05771,                0.03912,                0.01258,                  4.732,                 5.6486,                 4.3263,               0.000656,               0.000656,               0.000656
                     26,                 4.8419,                 6.0713,                 4.1362,                0.32557,                0.07251,                0.04271,                0.01449,                 4.7043,                  5.609,                 4.2157,             0.00063125,             0.00063125,             0.00063125
                     27,                 4.7287,                 6.0542,                 4.1392,                0.33547,                0.07476,                0.04018,                0.01331,                 4.8184,                 5.6778,                 4.2453,              0.0006065,              0.0006065,              0.0006065
                     28,                 4.7978,                  6.252,                 4.1326,                0.32526,                0.10997,                0.05759,                0.02124,                 4.4922,                 5.4359,                  4.092,             0.00058175,             0.00058175,             0.00058175
                     29,                 4.6655,                 5.9123,                 4.0221,                0.34607,                0.07028,                0.05909,                0.02101,                 4.4427,                 5.7172,                 4.1977,               0.000557,               0.000557,               0.000557
                     30,                 4.5786,                 5.7647,                 3.9696,                0.34996,                0.08171,                0.06221,                  0.022,                 4.4825,                  5.372,                 4.0848,             0.00053225,             0.00053225,             0.00053225
                     31,                 4.6141,                 5.7811,                 3.9829,                0.34135,                0.09876,                0.05829,                0.02083,                 4.4007,                  5.243,                 4.0106,              0.0005075,              0.0005075,              0.0005075
                     32,                 4.4968,                 5.6115,                 3.8996,                0.29437,                0.10936,                 0.0609,                 0.0216,                 4.4916,                 5.4083,                  4.066,             0.00048275,             0.00048275,             0.00048275
                     33,                 4.5391,                 5.7696,                 3.9357,                0.34485,                0.10143,                0.06012,                0.02202,                 4.2677,                  5.281,                 3.9307,               0.000458,               0.000458,               0.000458
                     34,                 4.3902,                 5.4594,                  3.797,                0.34416,                0.09698,                0.07245,                0.02914,                 4.2352,                 5.1317,                 3.9617,             0.00043325,             0.00043325,             0.00043325
                     35,                 4.4035,                 5.4612,                 3.8032,                0.35005,                 0.1037,                0.06626,                0.02462,                 4.2688,                  5.131,                 3.9232,              0.0004085,              0.0004085,              0.0004085
                     36,                 4.3936,                 5.5795,                 3.8275,                0.35544,                0.11221,                0.06669,                0.02449,                 4.1936,                 5.1448,                 3.8746,             0.00038375,             0.00038375,             0.00038375
                     37,                 4.2298,                  5.458,                 3.7371,                0.59101,                0.11402,                0.07442,                0.02868,                 4.1898,                 5.1324,                 3.8417,               0.000359,               0.000359,               0.000359
                     38,                 4.3526,                 5.3235,                 3.7067,                0.40678,                0.12477,                0.07163,                0.02696,                 4.2485,                 5.1947,                 3.8834,             0.00033425,             0.00033425,             0.00033425
                     39,                 4.3336,                 5.2592,                 3.7316,                0.43436,                0.11968,                0.07683,                0.03051,                  4.162,                 4.9714,                  3.852,              0.0003095,              0.0003095,              0.0003095
