                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 5.2913,                 6.8324,                  4.575,                0.33881,                0.04116,                0.03122,                 0.0086,                 5.1535,                 6.1735,                 4.6056,             0.00082925,             0.00082925,             0.00082925
                     19,                 5.1666,                 6.8303,                 4.5751,                0.31667,                0.04787,                0.03017,                0.01012,                 4.9978,                  6.138,                 4.6525,              0.0008045,              0.0008045,              0.0008045
                     20,                 5.0878,                 6.7348,                 4.4821,                 0.3173,                0.03613,                0.02788,                0.00905,                 4.9154,                 6.3259,                  4.696,             0.00077975,             0.00077975,             0.00077975
                     21,                 5.0389,                 6.6658,                 4.3908,                0.33508,                0.05992,                0.03567,                0.01053,                 4.9603,                 6.3756,                 4.5857,               0.000755,               0.000755,               0.000755
                     22,                 4.9556,                 6.4527,                  4.348,                0.33794,                0.03154,                0.04206,                0.01077,                  4.957,                 6.3817,                  4.584,             0.00073025,             0.00073025,             0.00073025
                     23,                 4.8435,                 6.2923,                 4.2374,                 0.5885,                0.06772,                0.04658,                 0.0153,                 4.8362,                 6.0508,                 4.5257,              0.0007055,              0.0007055,              0.0007055
                     24,                 4.9434,                 6.3503,                 4.3285,                 0.3058,                0.07154,                0.03278,                0.01001,                 4.7591,                  6.368,                 4.3571,             0.00068075,             0.00068075,             0.00068075
                     25,                 4.8821,                 6.3646,                 4.2632,                0.31162,                0.05713,                0.03815,                0.01171,                 4.6665,                 5.8729,                 4.3557,               0.000656,               0.000656,               0.000656
                     26,                 4.8419,                 6.0713,                 4.1362,                0.32414,                0.07301,                0.04786,                0.01536,                 4.6724,                 5.7411,                 4.1841,             0.00063125,             0.00063125,             0.00063125
                     27,                 4.7287,                 6.0542,                 4.1392,                0.33015,                0.06486,                0.04276,                0.01336,                  4.738,                 5.8469,                 4.2178,              0.0006065,              0.0006065,              0.0006065
                     28,                 4.7978,                  6.252,                 4.1326,                0.32872,                0.11405,                0.06137,                0.02185,                 4.5204,                 5.5843,                 4.1144,             0.00058175,             0.00058175,             0.00058175
                     29,                 4.6655,                 5.9123,                 4.0221,                0.35769,                0.07369,                0.06359,                0.02198,                 4.4456,                 5.8863,                 4.2113,               0.000557,               0.000557,               0.000557
                     30,                 4.5786,                 5.7647,                 3.9696,                0.35577,                0.07798,                0.06706,                0.02391,                 4.4482,                 5.5351,                 4.0841,             0.00053225,             0.00053225,             0.00053225
                     31,                 4.6141,                 5.7811,                 3.9829,                0.34316,                0.09636,                 0.0593,                0.02018,                 4.3714,                 5.4687,                 4.0286,              0.0005075,              0.0005075,              0.0005075
                     32,                 4.4968,                 5.6115,                 3.8996,                0.29721,                0.10956,                0.06584,                0.02255,                 4.4596,                 5.5051,                 4.0526,             0.00048275,             0.00048275,             0.00048275
                     33,                 4.5391,                 5.7696,                 3.9357,                0.34118,                0.10797,                0.06058,                0.02155,                 4.2565,                 5.4601,                  3.938,               0.000458,               0.000458,               0.000458
                     34,                 4.3902,                 5.4594,                  3.797,                0.34263,                0.09889,                0.07274,                0.02841,                 4.2664,                 5.2988,                 3.9906,             0.00043325,             0.00043325,             0.00043325
                     35,                 4.4035,                 5.4612,                 3.8032,                0.34853,                0.10238,                0.06801,                0.02462,                 4.3099,                 5.3103,                 3.9602,              0.0004085,              0.0004085,              0.0004085
                     36,                 4.3936,                 5.5795,                 3.8275,                0.35365,                0.10727,                0.06625,                0.02396,                 4.2093,                 5.3359,                 3.8976,             0.00038375,             0.00038375,             0.00038375
                     37,                 4.2298,                  5.458,                 3.7371,                0.58665,                0.11019,                0.07662,                0.02939,                 4.2037,                 5.2678,                 3.8581,               0.000359,               0.000359,               0.000359
                     38,                 4.3526,                 5.3235,                 3.7067,                0.40266,                0.11969,                0.07461,                0.02635,                 4.2789,                  5.371,                 3.9231,             0.00033425,             0.00033425,             0.00033425
                     39,                 4.3336,                 5.2592,                 3.7316,                0.39846,                0.10775,                0.07813,                 0.0302,                 4.1736,                 5.1289,                 3.8878,              0.0003095,              0.0003095,              0.0003095
                     40,                 4.3316,                 5.3076,                 3.7461,                0.59391,                0.13213,                0.08592,                0.03047,                 4.1453,                 5.0328,                 3.8226,             0.00028475,             0.00028475,             0.00028475
                     41,                 4.3058,                 5.7561,                 3.8064,                0.42052,                0.08589,                0.06978,                0.02597,                 4.1364,                  5.388,                 3.8815,                0.00026,                0.00026,                0.00026
                     42,                 4.2138,                 5.4975,                 3.7853,                0.39951,                0.03218,                 0.0429,                0.01897,                 5.0203,                 7.8594,                 4.6311,             0.00023525,             0.00023525,             0.00023525
                     43,                 4.1643,                 5.3707,                 3.7991,                 0.5073,                0.03089,                0.04005,                0.01651,                 5.0012,                  8.063,                 4.6589,              0.0002105,              0.0002105,              0.0002105
                     44,                 4.1448,                 5.2791,                 3.7644,                0.37476,                0.10943,                0.07435,                0.03088,                 4.0409,                 5.2137,                 3.7279,             0.00018575,             0.00018575,             0.00018575
                     45,                 4.1366,                 5.2837,                 3.7386,                0.43484,                0.14001,                0.09341,                0.03646,                 3.9793,                 4.8921,                 3.6663,               0.000161,               0.000161,               0.000161
                     46,                 4.0562,                 5.2179,                 3.7495,                0.44216,                0.15586,                0.08867,                0.03652,                 3.9751,                 4.9352,                 3.6773,             0.00013625,             0.00013625,             0.00013625
                     47,                 3.9689,                 5.1649,                 3.6402,                0.41636,                0.15729,                0.08339,                0.03663,                 3.9091,                 4.8957,                 3.6306,              0.0001115,              0.0001115,              0.0001115
                     48,                 3.9521,                 5.1022,                 3.6239,                0.42311,                0.14987,                0.09004,                0.03969,                 3.9225,                 4.8029,                   3.64,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                  3.983,                 5.0676,                 3.6374,                0.43299,                0.15028,                 0.0924,                0.03997,                 3.8953,                 4.8198,                 3.6311,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                 3.9462,                 5.0765,                 3.6357,                0.43692,                0.15448,                0.09473,                0.04143,                 3.8439,                 4.7786,                 3.5964,              3.725e-05,              3.725e-05,              3.725e-05
